Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
7.499638058,-0.022602014,0.004886922,0
7.549638058,0.021991149,0,-0.002443461
7.599638058,0.025045475,0.004886922,0.002443461
7.649638058,0.021380283,-0.015882496,0.006108652
7.699638058,-0.025656341,-0.004276057,0.01160644
7.749638058,-0.043982297,-0.000610865,0.000610865
7.799638058,-0.047647487,0.007941248,-0.000610865
7.849638058,-0.042760566,-0.017715093,0.00122173
7.899638058,0.01038471,-0.010995574,0.003665192
7.949638058,0.032375857,0.014049901,0.007330383
7.999638058,0.008552114,0.006108652,0.003054326
8.049638058,-0.012217305,-0.014049901,0.003665192
8.099638058,-0.01038471,0.000610865,0.001832596
8.149638058,-0.004886922,-0.008552114,-0.00122173
8.199638058,0.005497787,-0.001832596,-0.003054326
8.249638058,0.015882496,-0.004886922,-0.000610865
8.299638058,0.01038471,0.002443461,0.001832596
8.349638058,0.015882496,0,0.00122173
8.399638058,0.037262779,0.006719518,0.002443461
8.449638058,0.048869219,-0.00122173,0
8.499638058,0.060475659,0.003054326,0.004886922
8.549638058,0.060475659,0.012217305,0.016493361
8.599638058,0.05375614,0.000610865,0.003665192
8.649638058,0.028099801,-0.01282817,0.005497787
8.699638058,0.01038471,0.006108652,-0.001832596
8.749638058,-0.008552114,-0.002443461,-0.001832596
8.799638058,0.000610865,0.026267206,0.004886922
8.849638058,-0.041538838,0.006108652,-0.00122173
8.899638058,-0.1160644,0.00122173,-0.006108652
8.949638058,-0.089797191,0.015271631,0.007941248
8.999638058,-0.020769419,-0.020158554,-0.001832596
9.049638058,0.058643065,-0.004276057,0.002443461
9.099638058,0.078801617,-0.004886922,0.01160644
9.149638058,0.083688542,-0.006108652,0.010995574
9.199638058,0.02687807,-0.004886922,-0.003054326
9.249638058,-0.006108652,0.005497787,-0.00122173
9.299638058,-0.068416908,-0.009773844,-0.012217305
9.349638058,-0.02687807,-0.015882496,-0.012217305
9.399638058,0.043982297,-0.00122173,-0.006719518
9.449638058,0.045814894,-0.004276057,0.005497787
9.499638058,0.062919118,0.005497787,0.003054326
9.549638058,0.067806043,-0.003054326,-0.007941248
9.599638058,0.008552114,-0.002443461,-0.021380283
9.649638058,0.004886922,0.047036625,-0.004276057
9.699638058,-0.035430186,0.003054326,-0.010995574
9.749638058,0.002443461,0.00122173,-0.003054326
9.799638058,0.018325957,-0.01038471,-0.001832596
9.849638058,0.037262779,-0.003665192,0
9.899638058,-0.01160644,0.006108652,0.006719518
9.949638058,-0.018936822,-0.005497787,0.000610865
9.999638058,-0.072692961,-0.007941248,-0.009773844
10.04963806,-0.062308256,0.014049901,-0.00122173
10.09963806,0.027488936,-0.012217305,0.004276057
10.14963806,0.043371432,0.007941248,0.015271631
10.19963806,0.058643065,-0.015271631,0.015271631
10.24963806,0.028099801,-0.029321533,0.004886922
10.29963806,-0.005497787,0.004276057,-0.004276057
10.34963806,-0.040317107,-0.004886922,-0.015271631
10.39963806,-0.062308256,0.004276057,-0.01038471
10.44963806,-0.02687807,-0.001832596,-0.009162978
10.49963806,0.030543262,0.021380283,0.007941248
10.54963806,0.029932396,0.006108652,-0.000610865
10.59963806,0.030543262,-0.003054326,0.003054326
10.64963806,0.043371432,0.01038471,0.005497787
10.69963806,-0.012217305,-0.003054326,-0.005497787
10.74963806,-0.021991149,0.01038471,-0.003054326
10.79963806,-0.009773844,-0.001832596,0.00122173
10.84963806,-0.009162978,0.008552114,0.006108652
10.89963806,0.025045475,-0.00122173,0.007941248
10.94963806,0.029321533,-0.004276057,0.010995574
10.99963806,-0.004276057,0.003054326,0.005497787
11.04963806,-0.001832596,0.02687807,0.007941248
11.09963806,-0.021380283,-0.002443461,-0.001832596
11.14963806,0.003665192,0.012217305,0.001832596
11.19963806,0.010995574,-0.020158554,-0.004276057
11.24963806,0.020158554,-0.00122173,-0.002443461
11.29963806,0.022602014,-0.003054326,-0.01160644
11.34963806,0.004276057,0.003054326,-0.009162978
11.39963806,-0.01282817,0.003665192,-0.01160644
11.44963806,-0.006719518,-0.001832596,-0.006719518
11.49963806,-0.001832596,0.004886922,-0.014660766
11.54963806,-0.013439035,-0.009773844,-0.015882496
11.59963806,0.007330383,0.018936822,-0.003665192
11.64963806,-0.010995574,-0.001832596,-0.006108652
11.69963806,0.01282817,0.013439035,0.003665192
11.74963806,-0.006719518,-0.016493361,0.002443461
11.79963806,0.007330383,0.017715093,0.009773844
11.84963806,0.000610865,0,0.003054326
11.89963806,-0.001832596,0.023823744,0.008552114
11.94963806,-0.007941248,-0.020769419,0
11.99963806,-0.012217305,0.009773844,0.001832596
12.04963806,0.027488936,0.017104227,0.005497787
12.09963806,0.025045475,0.043982297,0.007941248
12.14963806,0.003054326,-0.010995574,-0.00122173
12.19963806,0.006719518,-0.006719518,0.003665192
12.24963806,0,0.016493361,0.000610865
12.29963806,0.004886922,0.015882496,-0.005497787
12.34963806,0.006108652,0.005497787,-0.004886922
12.39963806,-0.00122173,0.003665192,-0.006108652
12.44963806,0.006108652,-0.004886922,-0.006108652
12.49963806,0.017715093,0.006719518,0.001832596
12.54963806,-0.017104227,0.005497787,-0.000610865
12.59963806,-0.021991149,0,0.00122173
12.64963806,-0.056810468,0.000610865,0.002443461
12.69963806,-0.016493361,-0.006719518,-0.004886922
12.74963806,0.004276057,0.021380283,0.00122173
12.79963806,0.032986723,0.007330383,-0.001832596
12.84963806,0.027488936,0.002443461,-0.001832596
12.89963806,-0.028710667,-0.016493361,-0.005497787
12.94963806,-0.045204028,0.01038471,0.002443461
12.99963806,-0.036651913,0.014660766,-0.005497787
13.04963806,-0.050701816,-0.01160644,-0.014049901
13.09963806,-0.012217305,-0.01038471,0.002443461
13.14963806,0.02321288,-0.005497787,0.003054326
13.19963806,0.063529983,0.001832596,0.007941248
13.24963806,0.036041051,-0.004276057,0.005497787
13.29963806,0.001832596,0.016493361,0
13.34963806,-0.047036625,0.003054326,-0.002443461
13.39963806,-0.072692961,0.001832596,0.004886922
13.44963806,-0.048258353,0.015882496,0.01282817
13.49963806,0.01160644,-0.01160644,0.022602014
13.54963806,0.078190751,0.024434609,0.018325957
13.59963806,0.063529983,-0.000610865,0.01038471
13.64963806,0.029932396,-0.007941248,0.012217305
13.69963806,0.016493361,0.021380283,-0.01038471
13.74963806,-0.022602014,0.007941248,-0.021380283
13.79963806,-0.044593163,-0.004886922,-0.005497787
13.84963806,-0.042760566,-0.009162978,0.00122173
13.89963806,-0.017104227,-0.007330383,-0.00122173
13.94963806,0.037262779,-0.00122173,0.006108652
13.99963806,0.02321288,-0.025656341,-0.001832596
14.04963806,0.028099801,0.008552114,0
14.09963806,0.010995574,-0.015271631,-0.003054326
14.14963806,-0.017715093,0.014049901,-0.004886922
14.19963806,-0.017715093,0.001832596,-0.009773844
14.24963806,-0.030543262,0.01160644,-0.006719518
14.29963806,0.031764992,-0.008552114,0.006108652
14.34963806,0.017104227,-0.014049901,0.009773844
14.39963806,0.039095376,-0.003665192,0.007330383
14.44963806,0.02321288,-0.001832596,0.006108652
14.49963806,-0.017715093,-0.001832596,-0.003665192
14.54963806,-0.040317107,0.000610865,0
14.59963806,-0.037262779,-0.006108652,0.001832596
14.64963806,-0.029932396,0.00122173,0
14.69963806,0.031764992,-0.005497787,0.005497787
14.74963806,0.037873644,-0.006108652,0.006719518
14.79963806,0.02321288,-0.021380283,0.004886922
14.84963806,0.014049901,-0.027488936,0.005497787
14.89963806,-0.027488936,0.009162978,-0.005497787
14.94963806,-0.025656341,-0.007941248,-0.01038471
14.99963806,0.006719518,0.02321288,0.000610865
15.04963806,-0.006108652,0.009773844,0.000610865
15.09963806,-0.003054326,-0.003054326,0.009162978
15.14963806,0.014049901,0.006108652,0.004276057
15.19963806,0.006108652,-0.014660766,0.002443461
15.24963806,0.00122173,0.004886922,0
15.29963806,0.020158554,-0.006719518,0.003054326
15.34963806,0.01038471,0.022602014,0.004276057
15.39963806,-0.003665192,-0.00122173,0.006108652
15.44963806,-0.019547688,0.003054326,0.008552114
15.49963806,0.004276057,-0.003665192,0.001832596
15.54963806,-0.003054326,-0.005497787,0.004276057
15.59963806,0.021380283,0.017715093,0.015882496
15.64963806,0.015882496,0.006719518,-0.000610865
15.69963806,0.015882496,-0.004886922,0.009162978
15.74963806,0.018325957,0.017715093,0.007941248
15.79963806,-0.01282817,-0.006108652,0.003665192
15.84963806,-0.017715093,-0.013439035,0.002443461
15.89963806,0.009162978,-0.01038471,0.001832596
15.94963806,0.015271631,-0.007941248,-0.003665192
15.99963806,0.006108652,0.033597589,-0.001832596
16.04963806,0.015271631,-0.006108652,-0.007330383
16.09963806,0.01160644,0.017715093,0.003054326
16.14963806,-0.009162978,0.00122173,-0.008552114
16.19963806,-0.017715093,0.017715093,-0.004276057
16.24963806,0,0.019547688,-0.006108652
16.29963806,0.007330383,-0.002443461,0.004276057
16.34963806,0.01282817,-0.005497787,-0.006719518
16.39963806,0.014660766,0.008552114,-0.00122173
16.44963806,0.016493361,-0.019547688,-0.001832596
16.49963806,0.019547688,0.001832596,0.009162978
16.54963806,-0.029932396,-0.014660766,0.005497787
16.59963806,-0.017104227,0.003054326,0.007330383
16.64963806,-0.009162978,-0.004276057,0.004886922
16.69963806,0.008552114,-0.001832596,0.007330383
16.74963806,0.020769419,-0.001832596,0.005497787
16.79963806,0.006108652,-0.007941248,0.003054326
16.84963806,0.008552114,-0.008552114,0.007941248
16.89963806,-0.009773844,0.007941248,0.006719518
16.94963806,0.001832596,0.004886922,0.00122173
16.99963806,0.003665192,-0.017715093,0
17.04963806,0.002443461,-0.00122173,0.005497787
17.09963806,0.01160644,-0.023823744,-0.001832596
17.14963806,0.006719518,0.003054326,-0.002443461
17.19963806,-0.012217305,0.012217305,-0.006719518
17.24963806,-0.009773844,0.004276057,-0.009773844
17.29963806,-0.004276057,-0.01160644,0.00122173
17.34963806,0.018936822,-0.01160644,0.004276057
17.39963806,0.010995574,0.003054326,0.002443461
17.44963806,0.007330383,0.007330383,-0.004276057
17.49963806,0.015882496,0.008552114,-0.000610865
17.54963806,-0.001832596,0.003054326,0.000610865
17.59963806,-0.028710667,0.001832596,0.000610865
17.64963806,-0.020158554,-0.008552114,0.003665192
17.69963806,0.006108652,-0.01038471,0.002443461
17.74963806,0.008552114,0.004276057,0.001832596
17.79963806,0.01160644,-0.005497787,0.000610865
17.84963806,0.006108652,-0.010995574,0.002443461
17.89963806,-0.002443461,-0.025045475,0.000610865
17.94963806,-0.010995574,0,0.001832596
17.99963806,-0.018325957,0.017715093,-0.006719518
18.04963806,-0.016493361,-0.004886922,0
18.09963806,-0.017715093,-0.015271631,-0.003054326
18.14963806,-0.000610865,0.010995574,0.003665192
18.19963806,0.007941248,-0.01282817,0
18.24963806,0.028710667,-0.009162978,0.000610865
18.29963806,0.019547688,-0.006108652,-0.005497787
18.34963806,0.004276057,0.005497787,-0.00122173
18.39963806,-0.020769419,-0.010995574,0.000610865
18.44963806,-0.001832596,0.015882496,0.007330383
18.49963806,-0.00122173,-0.010995574,0.009162978
18.54963806,0.014049901,0.018936822,0.010995574
18.59963806,-0.007330383,-0.021991149,0.007330383
18.64963806,0.026267206,-0.006108652,0.018325957
18.69963806,0.026267206,-0.009773844,0.004276057
18.74963806,0.002443461,0.009773844,0.001832596
18.79963806,-0.01160644,-0.01160644,-0.00122173
18.84963806,-0.029321533,0,0
18.89963806,-0.020158554,-0.026267206,0.000610865
18.94963806,-0.015271631,0.004276057,0.008552114
18.99963806,0.018936822,0.01282817,0.003665192
19.04963806,0.001832596,-0.017715093,-0.009162978
19.09963806,0.003665192,0.023823744,-0.01160644
19.14963806,-0.015271631,-0.009162978,-0.006719518
19.19963806,-0.006719518,0.009162978,0
19.24963806,-0.003665192,0.00122173,-0.004276057
19.29963806,0.020769419,0.009162978,0.005497787
19.34963806,0.016493361,0.007941248,0.001832596
19.39963806,0.006108652,-0.003665192,-0.000610865
19.44963806,-0.000610865,-0.000610865,0.004276057
19.49963806,-0.014660766,-0.006719518,-0.001832596
19.54963806,-0.001832596,0.002443461,-0.003665192
19.59963806,-0.006719518,-0.007941248,-0.007941248
19.64963806,-0.004886922,0.007941248,-0.006719518
19.69963806,0.024434609,-0.022602014,0.006719518
19.74963806,0.010995574,-0.00122173,0.010995574
19.79963806,0.004276057,0.003665192,0.005497787
19.84963806,-0.004886922,-0.018325957,0.000610865
19.89963806,-0.0580322,-0.007941248,-0.00122173
19.94963806,-0.06169739,-0.010995574,0.001832596
19.99963806,-0.007330383,0.007330383,0.006108652
20.04963806,0.009773844,-0.002443461,0.002443461
20.09963806,0.064751714,-0.009162978,0.005497787
20.14963806,0.016493361,-0.006108652,0.003665192
20.19963806,-0.006108652,0.013439035,-0.006108652
20.24963806,-0.044593163,-0.015882496,-0.014049901
20.29963806,-0.0421497,-0.007941248,-0.007330383
20.34963806,-0.009162978,-0.004886922,-0.018325957
20.39963806,0.031154128,0.007330383,-0.003665192
20.44963806,0.019547688,-0.004276057,0.003665192
20.49963806,0.044593163,-0.018936822,0.007941248
20.54963806,0.003054326,0.009162978,0.003054326
20.59963806,-0.018936822,-0.006719518,-0.002443461
20.64963806,-0.032986723,-0.009773844,-0.010995574
20.69963806,-0.040927973,0.013439035,-0.006108652
20.74963806,-0.0421497,0.002443461,-0.006108652
20.79963806,-0.027488936,0.004886922,0.001832596
20.84963806,-0.00122173,-0.020158554,0.00122173
20.89963806,0.036041051,0.008552114,0.002443461
20.94963806,0.0580322,-0.013439035,0.010995574
20.99963806,0.03481932,-0.006719518,0.009162978
21.04963806,0.01038471,-0.006108652,-0.002443461
21.09963806,-0.004886922,0.01282817,-0.005497787
21.14963806,-0.025656341,0.025656341,-0.004276057
21.19963806,-0.035430186,-0.00122173,0.003665192
21.24963806,-0.021991149,-0.001832596,0.01038471
21.29963806,0.005497787,-0.006719518,0.016493361
21.34963806,0.094684117,-0.015882496,0.01160644
21.39963806,0.064751714,-0.003665192,0.007941248
21.44963806,0.030543262,0.039706241,0.015271631
21.49963806,-0.023823744,-0.019547688,-0.004276057
21.54963806,0.018325957,0.007941248,0.002443461
21.59963806,0.056810468,-0.024434609,-0.003054326
21.64963806,0.094684117,-0.008552114,0.017104227
21.69963806,0.186313897,-0.020769419,0.015882496
21.74963806,0.174707457,-0.034208454,0.006719518
21.79963806,0.1423316,-0.018936822,-0.005497787
21.84963806,0.051923547,0.032375857,-0.008552114
21.89963806,-0.064140849,0.02321288,-0.01160644
21.94963806,-0.138055548,0.042760566,-0.004886922
21.99963806,-0.127670839,0.021991149,-0.009773844
22.04963806,-0.09285152,-0.028099801,-0.021380283
22.09963806,-0.010995574,0.029932396,0.002443461
22.14963806,0.020158554,-0.031764992,0.004276057
22.19963806,0.036041051,0.000610865,0.01038471
22.24963806,0.027488936,-0.005497787,0.001832596
22.29963806,0.003665192,0.007330383,0.000610865
22.34963806,-0.027488936,0.007941248,0.007330383
22.39963806,-0.006719518,-0.005497787,0.005497787
22.44963806,0.003054326,0.009773844,-0.003054326
22.49963806,0.02321288,0.025045475,0.004886922
22.54963806,0.030543262,0.025656341,0.005497787
22.59963806,-0.004276057,0.007941248,0.006108652
22.64963806,-0.021380283,-0.01282817,0.005497787
22.69963806,-0.01282817,0.027488936,0.001832596
22.74963806,-0.023823744,0.021991149,-0.01282817
22.79963806,0,0.015271631,-0.007941248
22.84963806,-0.037873644,-0.014049901,-0.009162978
22.89963806,-0.021991149,0.016493361,-0.004276057
22.94963806,-0.029932396,0.004886922,-0.005497787
22.99963806,-0.040317107,0.014660766,-0.004886922
23.04963806,-0.0421497,-0.007330383,-0.006719518
23.09963806,-0.053145275,-0.01282817,-0.003665192
23.14963806,0.00122173,-0.024434609,-0.001832596
23.19963806,0.013439035,-0.004276057,-0.002443461
23.24963806,0.029932396,0.013439035,0.007330383
23.29963806,0.030543262,-0.017715093,0.01282817
23.34963806,0.008552114,0.003665192,0.003054326
23.39963806,-0.020158554,0.006108652,0.000610865
23.44963806,-0.053145275,0.004276057,-0.007330383
23.49963806,-0.049480084,0.003054326,-0.006719518
23.54963806,-0.026267206,0.007941248,-0.009162978
23.59963806,-0.017104227,0.018325957,-0.003665192
23.64963806,-0.00122173,0.019547688,0.00122173
23.69963806,0.001832596,-0.000610865,0.004886922
23.74963806,0.018325957,-0.009162978,0.005497787
23.79963806,-0.003054326,-0.012217305,0.004276057
23.84963806,-0.007330383,0.009162978,-0.005497787
23.89963806,-0.003665192,-0.003054326,-0.009162978
23.94963806,0.01160644,0.017715093,-0.000610865
23.99963806,0.007941248,0.001832596,0.005497787
24.04963806,-0.003665192,-0.017104227,0.005497787
24.09963806,-0.016493361,-0.002443461,0.000610865
24.14963806,-0.008552114,-0.023823744,-0.009162978
24.19963806,-0.006719518,0.020769419,0.003665192
24.24963806,0.000610865,0.004276057,-0.004276057
24.29963806,-0.003054326,-0.008552114,0.003665192
24.34963806,0.021380283,-0.015271631,0.012217305
24.39963806,0.018325957,-0.019547688,0.007330383
24.44963806,0.009773844,0.013439035,0.009773844
24.49963806,-0.01282817,-0.007330383,0.003665192
24.54963806,-0.002443461,0.02321288,-0.002443461
24.59963806,-0.006719518,0.007941248,-0.008552114
24.64963806,0.032986723,0.010995574,-0.004276057
24.69963806,0.020158554,-0.004276057,-0.004276057
24.74963806,0,-0.01160644,-0.007941248
24.79963806,-0.008552114,0.000610865,-0.006108652
24.84963806,-0.002443461,-0.007330383,-0.007330383
24.89963806,-0.014049901,0.003054326,-0.01160644
24.94963806,-0.014049901,-0.009162978,0.00122173
24.99963806,0.000610865,0.008552114,0.002443461
25.04963806,-0.012217305,-0.01282817,-0.003665192
25.09963806,0.006719518,0.01282817,0.006719518
25.14963806,-0.001832596,-0.004276057,0.005497787
25.19963806,-0.012217305,-0.006719518,0.004886922
25.24963806,-0.00122173,0.013439035,0.004276057
25.29963806,-0.006108652,-0.01160644,0
25.34963806,0.001832596,-0.007330383,-0.002443461
25.39963806,-0.005497787,0.006719518,-0.004276057
25.44963806,0.015882496,0.01160644,-0.00122173
25.49963806,0.01282817,0.01160644,0
25.54963806,0.006719518,-0.006108652,-0.000610865
25.59963806,0.006108652,-0.007941248,0.003054326
25.64963806,-0.000610865,-0.004276057,0.002443461
25.69963806,-0.006719518,-0.005497787,-0.004276057
25.74963806,-0.018936822,0.002443461,-0.000610865
25.79963806,-0.021991149,-0.007941248,-0.002443461
25.84963806,-0.008552114,-0.000610865,0.004276057
25.89963806,-0.003665192,-0.000610865,0.006108652
25.94963806,-0.003054326,-0.00122173,0.007330383
25.99963806,-0.007330383,-0.007941248,0.000610865
26.04963806,-0.014660766,-0.005497787,0.000610865
26.09963806,0.034208454,0.014660766,-0.001832596
26.14963806,0.012217305,0.017104227,-0.004276057
26.19963806,0.015271631,0.020158554,0.000610865
26.24963806,-0.032375857,-0.013439035,-0.00122173
26.29963806,-0.021991149,0.015882496,-0.005497787
26.34963806,-0.000610865,0.01038471,0.00122173
26.39963806,0.01160644,-0.014660766,-0.003665192
26.44963806,0.01160644,-0.014049901,-0.007330383
26.49963806,0.017715093,0.014660766,0.007330383
26.54963806,-0.017104227,0.01038471,0.004886922
26.59963806,-0.007941248,0.01282817,0.007941248
26.64963806,-0.000610865,-0.01038471,0.003054326
26.69963806,0.028099801,0.000610865,0.009162978
26.74963806,0.189979091,-0.048258353,0.018936822
26.79963806,0.065973446,0.036041051,0.010995574
26.84963806,-0.155159771,0.031764992,0.01282817
26.89963806,-0.225409269,0.014660766,0.020158554
26.94963806,-0.122783914,0.047036625,-0.022602014
26.99963806,-0.076358154,0.03481932,-0.02321288
27.04963806,0.024434609,0.02687807,-0.009162978
27.09963806,0.037262779,-0.029932396,-0.00122173
27.14963806,0.022602014,-0.040317107,-0.006719518
27.19963806,-0.004276057,-0.006719518,-0.001832596
27.24963806,-0.034208454,-0.027488936,-0.006108652
27.29963806,-0.029932396,0.009162978,-0.006719518
27.34963806,-0.005497787,-0.014049901,-0.007330383
27.39963806,0.02321288,0.01160644,-0.001832596
27.44963806,0.042760566,-0.004886922,0.003054326
27.49963806,0.016493361,-0.008552114,0.006108652
27.54963806,-0.003665192,-0.016493361,0.01160644
27.59963806,0.010995574,0.019547688,0.010995574
