Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s)
4.03561082,-0.000610865,-0.000610865,-0.000610865
4.08561082,0.00122173,-0.00122173,0
4.13561082,-0.000610865,0,-0.000610865
4.18561082,0,0.001832596,-0.000610865
4.23561082,0.000610865,0.00122173,-0.000610865
4.28561082,-0.00122173,0.00122173,-0.000610865
4.33561082,0.000610865,-0.001832596,0
4.38561082,0.000610865,-0.000610865,0
4.43561082,0,0,0
4.48561082,0,0.00122173,0
4.53561082,-0.000610865,0.001832596,0
4.58561082,0.000610865,0.000610865,0.000610865
4.63561082,0.000610865,-0.001832596,-0.00122173
4.68561082,0.00122173,0.001832596,-0.000610865
4.73561082,-0.001832596,0,-0.000610865
4.78561082,0,0.00122173,-0.000610865
4.83561082,-0.000610865,-0.000610865,0
4.88561082,0,0.000610865,0.00122173
4.93561082,0.000610865,0.002443461,-0.000610865
4.98561082,-0.00122173,0.000610865,0.000610865
5.03561082,-0.000610865,0.000610865,0
5.08561082,-0.000610865,0,-0.000610865
5.13561082,-0.000610865,0.00122173,0
5.18561082,0.000610865,-0.000610865,0
5.23561082,-0.000610865,-0.001832596,0
5.28561082,-0.000610865,-0.000610865,0.000610865
5.33561082,-0.000610865,0,0.000610865
5.38561082,0.00122173,0.000610865,-0.000610865
5.43561082,-0.000610865,0.000610865,0.000610865
5.48561082,-0.000610865,0.00122173,-0.000610865
5.53561082,-0.000610865,-0.00122173,0
5.58561082,-0.000610865,0.00122173,0.000610865
5.63561082,-0.000610865,0.00122173,0.000610865
5.68561082,-0.00122173,0.000610865,0
5.73561082,-0.000610865,-0.000610865,0
5.78561082,-0.000610865,0.00122173,0
5.83561082,0,0.00122173,-0.000610865
5.88561082,-0.000610865,0.002443461,-0.000610865
5.93561082,0.000610865,0.00122173,0.00122173
5.98561082,-0.000610865,0.000610865,-0.000610865
6.03561082,0,0.000610865,-0.000610865
6.08561082,-0.000610865,0,0
6.13561082,-0.001832596,0.00122173,-0.000610865
6.18561082,0,0.00122173,-0.000610865
6.23561082,0.000610865,-0.000610865,0
6.28561082,-0.000610865,0.001832596,-0.000610865
6.33561082,0.000610865,0.000610865,0
6.38561082,0.000610865,0,0
6.43561082,0.002443461,0.000610865,0
6.48561082,-0.000610865,0.000610865,0
6.53561082,-0.00122173,0,0
6.58561082,-0.00122173,0.000610865,0.000610865
6.63561082,-0.00122173,0.000610865,0.000610865
6.68561082,0.00122173,0,-0.000610865
6.73561082,0.000610865,0,0
6.78561082,0.00122173,0,0
6.83561082,-0.00122173,-0.00122173,0
6.88561082,0.00122173,-0.000610865,-0.000610865
6.93561082,0,-0.000610865,-0.000610865
6.98561082,-0.000610865,0.001832596,-0.000610865
7.03561082,0.00122173,0.001832596,0.000610865
7.08561082,0.000610865,0.00122173,-0.000610865
7.13561082,-0.000610865,-0.000610865,0
7.18561082,0,0.00122173,-0.000610865
7.23561082,0.000610865,0,0
7.28561082,0,0.00122173,0
7.33561082,-0.000610865,0,0.000610865
7.38561082,0.000610865,0,-0.000610865
7.43561082,0.00122173,0.001832596,0
7.48561082,0.000610865,0.000610865,-0.000610865
7.53561082,0,0.00122173,0
7.58561082,0,0.000610865,-0.000610865
7.63561082,0.00122173,0.000610865,0
7.68561082,0.00122173,0.001832596,0.000610865
7.73561082,0.00122173,0.00122173,-0.000610865
7.78561082,0.00122173,0,0
7.83561082,0.000610865,-0.001832596,0
7.88561082,0.000610865,0,0.00122173
7.93561082,-0.000610865,0.000610865,0
7.98561082,-0.000610865,0.000610865,0
8.03561082,0.00122173,0,0.000610865
8.08561082,0.001832596,0.001832596,0
8.13561082,0,0.003054326,-0.000610865
8.18561082,-0.000610865,0.00122173,0
